date,feature_index,NO2
2020-08-04 00:00:00+00:00,0,
2020-08-05 00:00:00+00:00,0,1.890822997868074e-05
2020-08-06 00:00:00+00:00,0,2.106199417539756e-05
2020-08-07 00:00:00+00:00,0,2.533443125685153e-05
2020-08-08 00:00:00+00:00,0,2.2009967820353765e-05
2020-08-09 00:00:00+00:00,0,1.4232052785700944e-05
2020-08-10 00:00:00+00:00,0,1.5024129728165766e-05
2020-08-11 00:00:00+00:00,0,
2020-08-12 00:00:00+00:00,0,1.755257244440145e-05
2020-08-13 00:00:00+00:00,0,7.233497854031157e-06
2020-08-14 00:00:00+00:00,0,3.642560841399245e-05
2020-08-15 00:00:00+00:00,0,2.4471017171988156e-05
2020-08-16 00:00:00+00:00,0,1.356081584650123e-05
2020-08-17 00:00:00+00:00,0,
2020-08-18 00:00:00+00:00,0,1.0999998140606396e-05
2020-08-19 00:00:00+00:00,0,1.885751584814568e-05
2020-08-20 00:00:00+00:00,0,1.2500056319216432e-05
2020-08-21 00:00:00+00:00,0,1.2906036514519852e-05
2020-08-22 00:00:00+00:00,0,1.9330553609612505e-05
2020-08-23 00:00:00+00:00,0,1.9106750514627933e-05
2020-08-24 00:00:00+00:00,0,1.442301433154742e-05
2020-08-25 00:00:00+00:00,0,1.912190698287001e-05
2020-08-26 00:00:00+00:00,0,2.2227716338344788e-05
2020-08-27 00:00:00+00:00,0,1.1385007234781844e-05
2020-08-28 00:00:00+00:00,0,1.835534203564748e-05
2020-08-29 00:00:00+00:00,0,2.578686367087357e-05
2020-08-30 00:00:00+00:00,0,2.510267642680012e-05
2020-08-31 00:00:00+00:00,0,1.6961307338556835e-05
2020-09-01 00:00:00+00:00,0,3.012214856425999e-05
2020-09-02 00:00:00+00:00,0,
2020-09-03 00:00:00+00:00,0,2.0250972251493037e-05
2020-09-04 00:00:00+00:00,0,1.773028493706382e-05
2020-09-05 00:00:00+00:00,0,2.3993329298477303e-05
2020-09-06 00:00:00+00:00,0,2.3069261897035172e-05
2020-09-07 00:00:00+00:00,0,1.1193735045625628e-05
2020-09-08 00:00:00+00:00,0,1.2751804448877616e-05
2020-09-09 00:00:00+00:00,0,1.586018537208849e-05
2020-09-10 00:00:00+00:00,0,1.9805131401958133e-05
2020-09-11 00:00:00+00:00,0,1.7591096366231795e-05
2020-09-12 00:00:00+00:00,0,2.146415335328829e-05
2020-09-13 00:00:00+00:00,0,2.2964857571635143e-05
2020-09-14 00:00:00+00:00,0,1.924320309366781e-05
2020-09-15 00:00:00+00:00,0,2.765592771105557e-05
2020-09-16 00:00:00+00:00,0,2.715893200339841e-05
2020-09-17 00:00:00+00:00,0,2.002034594065313e-05
2020-09-18 00:00:00+00:00,0,
2020-09-19 00:00:00+00:00,0,1.8844343719374243e-05
2020-09-20 00:00:00+00:00,0,2.1351592360068545e-05
2020-09-21 00:00:00+00:00,0,2.4818055806008488e-05
2020-09-22 00:00:00+00:00,0,1.7367863380825026e-05
2020-09-23 00:00:00+00:00,0,1.880156553481895e-05
2020-09-24 00:00:00+00:00,0,2.245452556668053e-05
2020-09-25 00:00:00+00:00,0,2.064421338989474e-05
2020-09-26 00:00:00+00:00,0,1.96912549957536e-05
2020-09-27 00:00:00+00:00,0,2.0779556687481698e-05
2020-09-28 00:00:00+00:00,0,2.108549079417167e-05
2020-09-29 00:00:00+00:00,0,2.5283651178108775e-05
2020-09-30 00:00:00+00:00,0,
2020-10-01 00:00:00+00:00,0,1.4341993126739302e-05
2020-10-02 00:00:00+00:00,0,1.8979203900926223e-05
2020-10-03 00:00:00+00:00,0,1.5192668183772184e-05
2020-10-04 00:00:00+00:00,0,
2020-10-05 00:00:00+00:00,0,3.02809211461863e-05
2020-10-06 00:00:00+00:00,0,1.65183415364564e-05
2020-10-07 00:00:00+00:00,0,2.934295898739947e-05
2020-10-08 00:00:00+00:00,0,2.3858836470935785e-05
2020-10-09 00:00:00+00:00,0,
2020-10-10 00:00:00+00:00,0,
2020-10-11 00:00:00+00:00,0,1.12730987823922e-05
2020-10-12 00:00:00+00:00,0,1.7724786000774027e-05
2020-10-13 00:00:00+00:00,0,1.401706449044582e-05
2020-10-14 00:00:00+00:00,0,3.429909456490013e-05
2020-10-15 00:00:00+00:00,0,3.1740865462018326e-05
2020-10-16 00:00:00+00:00,0,1.560789975955808e-05
2020-10-17 00:00:00+00:00,0,
2020-10-18 00:00:00+00:00,0,
2020-10-19 00:00:00+00:00,0,
2020-10-20 00:00:00+00:00,0,
2020-10-21 00:00:00+00:00,0,3.6755227483808994e-05
2020-10-22 00:00:00+00:00,0,2.529435898525532e-05
2020-10-23 00:00:00+00:00,0,
2020-10-24 00:00:00+00:00,0,
2020-10-25 00:00:00+00:00,0,2.730161850195145e-05
2020-10-26 00:00:00+00:00,0,2.958966725318219e-05
2020-10-27 00:00:00+00:00,0,3.1513869544141926e-05
2020-10-28 00:00:00+00:00,0,1.9186573293457817e-05
2020-10-29 00:00:00+00:00,0,
2020-10-30 00:00:00+00:00,0,
2020-10-31 00:00:00+00:00,0,
2020-11-01 00:00:00+00:00,0,1.635155747083315e-05
2020-11-02 00:00:00+00:00,0,1.5606203760398785e-05
2020-11-03 00:00:00+00:00,0,
2020-11-04 00:00:00+00:00,0,
2020-11-05 00:00:00+00:00,0,
2020-11-06 00:00:00+00:00,0,1.3774167655355996e-05
2020-11-07 00:00:00+00:00,0,2.25651228079864e-05
2020-11-08 00:00:00+00:00,0,1.4942388954101002e-05
2020-11-09 00:00:00+00:00,0,2.3654246456781223e-05
2020-11-10 00:00:00+00:00,0,2.338380215048476e-05
2020-11-11 00:00:00+00:00,0,2.9855268167011676e-05
2020-11-12 00:00:00+00:00,0,1.0252973975884042e-05
2020-11-13 00:00:00+00:00,0,1.841328336619578e-05
2020-11-14 00:00:00+00:00,0,1.7821246889498606e-05
2020-11-15 00:00:00+00:00,0,
2020-11-16 00:00:00+00:00,0,1.5158155891015211e-05
2020-11-17 00:00:00+00:00,0,2.408686059425236e-05
2020-11-18 00:00:00+00:00,0,1.9981645478813e-05
2020-11-19 00:00:00+00:00,0,
2020-11-20 00:00:00+00:00,0,
2020-11-21 00:00:00+00:00,0,2.513647245905304e-05
2020-11-22 00:00:00+00:00,0,1.9080044643892e-05
2020-11-23 00:00:00+00:00,0,3.6321945420543976e-05
2020-11-24 00:00:00+00:00,0,4.5201634929981085e-05
2020-11-25 00:00:00+00:00,0,
2020-11-26 00:00:00+00:00,0,
2020-11-27 00:00:00+00:00,0,
2020-11-28 00:00:00+00:00,0,3.0337567225685165e-05
2020-11-29 00:00:00+00:00,0,4.754653878080717e-05
2020-11-30 00:00:00+00:00,0,
2020-12-01 00:00:00+00:00,0,0.00010635149374138564
2020-12-02 00:00:00+00:00,0,
2020-12-03 00:00:00+00:00,0,
2020-12-04 00:00:00+00:00,0,
2020-12-05 00:00:00+00:00,0,2.177696306103905e-05
2020-12-06 00:00:00+00:00,0,
2020-12-07 00:00:00+00:00,0,
2020-12-08 00:00:00+00:00,0,
2020-12-09 00:00:00+00:00,0,
2020-12-10 00:00:00+00:00,0,
2020-12-11 00:00:00+00:00,0,
2020-12-12 00:00:00+00:00,0,
2020-12-13 00:00:00+00:00,0,
2020-12-14 00:00:00+00:00,0,3.380231040258271e-05
2020-12-15 00:00:00+00:00,0,2.764348861092003e-05
2020-12-16 00:00:00+00:00,0,2.7647544835704857e-05
2020-12-17 00:00:00+00:00,0,
2020-12-18 00:00:00+00:00,0,
2020-12-19 00:00:00+00:00,0,2.9210308970174413e-05
2020-12-20 00:00:00+00:00,0,1.8686377567670814e-05
2020-12-21 00:00:00+00:00,0,2.0009821620684917e-05
2020-12-22 00:00:00+00:00,0,2.139188362841531e-05
2020-12-23 00:00:00+00:00,0,1.9666731447984973e-05
2020-12-24 00:00:00+00:00,0,2.1227920353794612e-05
2020-12-25 00:00:00+00:00,0,2.0386505074956977e-05
2020-12-26 00:00:00+00:00,0,2.0597641715929577e-05
2020-12-27 00:00:00+00:00,0,2.325189118317595e-05
2020-12-28 00:00:00+00:00,0,
2020-12-29 00:00:00+00:00,0,
2020-12-30 00:00:00+00:00,0,
2020-12-31 00:00:00+00:00,0,2.213650325509e-05
2021-01-01 00:00:00+00:00,0,
2021-01-02 00:00:00+00:00,0,
2021-01-03 00:00:00+00:00,0,2.357039911657921e-05
2021-01-04 00:00:00+00:00,0,
2021-01-05 00:00:00+00:00,0,
2021-01-06 00:00:00+00:00,0,2.9385397283476777e-05
2021-01-07 00:00:00+00:00,0,1.5715706467744894e-05
2021-01-08 00:00:00+00:00,0,
2021-01-09 00:00:00+00:00,0,3.093252962571569e-05
2021-01-10 00:00:00+00:00,0,
2021-01-11 00:00:00+00:00,0,
2021-01-12 00:00:00+00:00,0,3.793881196543225e-05
2021-01-13 00:00:00+00:00,0,
2021-01-14 00:00:00+00:00,0,
2021-01-15 00:00:00+00:00,0,
2021-01-16 00:00:00+00:00,0,
2021-01-17 00:00:00+00:00,0,2.4724356990191158e-05
2021-01-18 00:00:00+00:00,0,
2021-01-19 00:00:00+00:00,0,
2021-01-20 00:00:00+00:00,0,
2021-01-21 00:00:00+00:00,0,2.1510476795406754e-05
2021-01-22 00:00:00+00:00,0,3.416084272493906e-05
2021-01-23 00:00:00+00:00,0,
2021-01-24 00:00:00+00:00,0,2.1215560211982976e-05
2021-01-25 00:00:00+00:00,0,
2021-01-26 00:00:00+00:00,0,2.2381434205777217e-05
2021-01-27 00:00:00+00:00,0,1.820455591260885e-05
2021-01-28 00:00:00+00:00,0,
2021-01-29 00:00:00+00:00,0,
2021-01-30 00:00:00+00:00,0,
2021-01-31 00:00:00+00:00,0,1.7566762142537517e-05
2021-02-01 00:00:00+00:00,0,1.8602589079819157e-05
2021-02-02 00:00:00+00:00,0,1.5313729272747877e-05
2021-02-03 00:00:00+00:00,0,2.810773656847232e-05
2021-02-04 00:00:00+00:00,0,1.8468138932803413e-05
2021-02-05 00:00:00+00:00,0,
2021-02-06 00:00:00+00:00,0,
2021-02-07 00:00:00+00:00,0,1.3484288117602962e-05
2021-02-08 00:00:00+00:00,0,
2021-02-09 00:00:00+00:00,0,
2021-02-10 00:00:00+00:00,0,
2021-02-11 00:00:00+00:00,0,2.2834603441879157e-05
2021-02-12 00:00:00+00:00,0,2.161079072493521e-05
2021-02-13 00:00:00+00:00,0,1.7900646298585343e-05
2021-02-14 00:00:00+00:00,0,
2021-02-15 00:00:00+00:00,0,2.3898754580859904e-05
2021-02-16 00:00:00+00:00,0,1.986303580755096e-05
2021-02-17 00:00:00+00:00,0,3.5704489063290464e-05
2021-02-18 00:00:00+00:00,0,1.7762004783132095e-05
2021-02-19 00:00:00+00:00,0,3.20779909088742e-05
2021-02-20 00:00:00+00:00,0,
2021-02-21 00:00:00+00:00,0,1.991979382284849e-05
2021-02-22 00:00:00+00:00,0,
2021-02-23 00:00:00+00:00,0,
2021-02-24 00:00:00+00:00,0,2.4417295207967985e-05
2021-02-25 00:00:00+00:00,0,1.1309289448035996e-05
2021-02-26 00:00:00+00:00,0,1.883184927464754e-05
2021-02-27 00:00:00+00:00,0,2.454162849971908e-05
2021-02-28 00:00:00+00:00,0,
2021-03-01 00:00:00+00:00,0,
2021-03-02 00:00:00+00:00,0,1.4451677270699292e-05
2021-03-03 00:00:00+00:00,0,2.184692160274911e-05
2021-03-04 00:00:00+00:00,0,
2021-03-05 00:00:00+00:00,0,4.0682875351194525e-05
2021-03-06 00:00:00+00:00,0,1.821577643568162e-05
2021-03-07 00:00:00+00:00,0,
2021-03-08 00:00:00+00:00,0,2.7494975559723876e-05
2021-03-09 00:00:00+00:00,0,3.510880560497753e-05
2021-03-10 00:00:00+00:00,0,
2021-03-11 00:00:00+00:00,0,2.7963156753685325e-05
2021-03-12 00:00:00+00:00,0,3.043873332282081e-05
2021-03-13 00:00:00+00:00,0,2.9478871147148312e-05
2021-03-14 00:00:00+00:00,0,4.273021477274597e-05
2021-03-15 00:00:00+00:00,0,2.0418349976125683e-05
2021-03-16 00:00:00+00:00,0,
2021-03-17 00:00:00+00:00,0,
2021-03-18 00:00:00+00:00,0,1.5739918439819653e-05
2021-03-19 00:00:00+00:00,0,1.9460110177867453e-05
2021-03-20 00:00:00+00:00,0,2.4901507498251032e-05
2021-03-21 00:00:00+00:00,0,2.02050889073485e-05
2021-03-22 00:00:00+00:00,0,2.616905151496342e-05
2021-03-23 00:00:00+00:00,0,4.595208958883578e-05
2021-03-24 00:00:00+00:00,0,3.962874916396686e-05
2021-03-25 00:00:00+00:00,0,1.8105273428640583e-05
2021-03-26 00:00:00+00:00,0,5.380426955525763e-05
2021-03-27 00:00:00+00:00,0,3.407172334846109e-05
2021-03-28 00:00:00+00:00,0,3.699007777413499e-05
2021-03-29 00:00:00+00:00,0,
2021-03-30 00:00:00+00:00,0,1.4859661405353108e-05
2021-03-31 00:00:00+00:00,0,2.525172330382647e-05
2021-04-01 00:00:00+00:00,0,2.582328640225266e-05
2021-04-02 00:00:00+00:00,0,2.232713826300381e-05
2021-04-03 00:00:00+00:00,0,1.7086800501904992e-05
2021-04-04 00:00:00+00:00,0,3.217026840667875e-05
2021-04-05 00:00:00+00:00,0,3.6135361976145454e-05
2021-04-06 00:00:00+00:00,0,
2021-04-07 00:00:00+00:00,0,
2021-04-08 00:00:00+00:00,0,
2021-04-09 00:00:00+00:00,0,3.517150017775266e-05
2021-04-10 00:00:00+00:00,0,
2021-04-11 00:00:00+00:00,0,2.0443759181636563e-05
2021-04-12 00:00:00+00:00,0,2.237307725181381e-05
2021-04-13 00:00:00+00:00,0,
2021-04-14 00:00:00+00:00,0,2.1111926798766945e-05
2021-04-15 00:00:00+00:00,0,2.602595697298009e-05
2021-04-16 00:00:00+00:00,0,1.7953935989803664e-05
2021-04-17 00:00:00+00:00,0,2.3011823992015303e-05
2021-04-18 00:00:00+00:00,0,2.519877237800221e-05
2021-04-19 00:00:00+00:00,0,1.1368921070559337e-05
2021-04-20 00:00:00+00:00,0,2.7691386442692167e-05
2021-04-21 00:00:00+00:00,0,1.4456710123845874e-05
2021-04-22 00:00:00+00:00,0,2.088129410261609e-05
2021-04-23 00:00:00+00:00,0,1.894464037798537e-05
2021-04-24 00:00:00+00:00,0,1.5849473421829835e-05
2021-04-25 00:00:00+00:00,0,2.2980340872891247e-05
2021-04-26 00:00:00+00:00,0,1.5019699287135846e-05
2021-04-27 00:00:00+00:00,0,1.4474538675131043e-05
2021-04-28 00:00:00+00:00,0,
2021-04-29 00:00:00+00:00,0,1.408092350629886e-05
2021-04-30 00:00:00+00:00,0,1.692834952596708e-05
2021-05-01 00:00:00+00:00,0,3.089446045123623e-06
2021-05-02 00:00:00+00:00,0,1.1914147734159997e-05
2021-05-03 00:00:00+00:00,0,1.824407097956282e-05
2021-05-04 00:00:00+00:00,0,
2021-05-05 00:00:00+00:00,0,2.1470570702928986e-05
2021-05-06 00:00:00+00:00,0,2.5025183772826992e-05
2021-05-07 00:00:00+00:00,0,
2021-05-08 00:00:00+00:00,0,1.7244364056276265e-05
2021-05-09 00:00:00+00:00,0,2.526466382709221e-05
2021-05-10 00:00:00+00:00,0,1.2448904726625187e-05
2021-05-11 00:00:00+00:00,0,2.130546293371411e-05
2021-05-12 00:00:00+00:00,0,1.7502813514748478e-05
2021-05-13 00:00:00+00:00,0,1.3475015293806791e-05
2021-05-14 00:00:00+00:00,0,1.6110690182813414e-05
2021-05-15 00:00:00+00:00,0,1.4421515421266426e-05
2021-05-16 00:00:00+00:00,0,
2021-05-17 00:00:00+00:00,0,1.949221380831053e-05
2021-05-18 00:00:00+00:00,0,2.664184247199349e-05
2021-05-19 00:00:00+00:00,0,
2021-05-20 00:00:00+00:00,0,
2021-05-21 00:00:00+00:00,0,2.627941412356449e-05
2021-05-22 00:00:00+00:00,0,3.561714867019974e-05
2021-05-23 00:00:00+00:00,0,2.719046442507533e-05
2021-05-24 00:00:00+00:00,0,1.2050606619595782e-05
2021-05-25 00:00:00+00:00,0,1.926820985555305e-05
2021-05-26 00:00:00+00:00,0,2.1241706963337493e-05
2021-05-27 00:00:00+00:00,0,2.740373911365168e-05
2021-05-28 00:00:00+00:00,0,1.5049871763039846e-05
2021-05-29 00:00:00+00:00,0,1.985915999587936e-05
2021-05-30 00:00:00+00:00,0,2.542033520772488e-05
